question_id,question,answer,ideal_score
Q8,"Define Artificial Intelligence and explain its relationship with Machine Learning. Clarify if all AI systems use Machine Learning and where deep learning is located within this relationship. Besides that, give an example of an AI system that does not rely on Machine Learning and explain how it works.",Artificial Intelligence is about making computers smart. Machine Learning is part of AI and uses data to learn. Deep learning comes under Machine Learning. Some AI systems work without Machine Learning using rules.,66
Q8,"Define Artificial Intelligence and explain its relationship with Machine Learning. Clarify if all AI systems use Machine Learning and where deep learning is located within this relationship. Besides that, give an example of an AI system that does not rely on Machine Learning and explain how it works.",AI means computers doing intelligent tasks. Machine Learning helps computers learn. Deep learning is related to Machine Learning. Some AI systems work using rules instead of learning.,54
Q8,"Define Artificial Intelligence and explain its relationship with Machine Learning. Clarify if all AI systems use Machine Learning and where deep learning is located within this relationship. Besides that, give an example of an AI system that does not rely on Machine Learning and explain how it works.",Artificial Intelligence is used to make machines intelligent. Machine Learning is connected to AI. Deep learning is part of Machine Learning. Some AI systems do not learn.,43
Q8,"Define Artificial Intelligence and explain its relationship with Machine Learning. Clarify if all AI systems use Machine Learning and where deep learning is located within this relationship. Besides that, give an example of an AI system that does not rely on Machine Learning and explain how it works.",AI and Machine Learning are related fields. AI is bigger than Machine Learning. Deep learning is also related.,36
Q8,"Define Artificial Intelligence and explain its relationship with Machine Learning. Clarify if all AI systems use Machine Learning and where deep learning is located within this relationship. Besides that, give an example of an AI system that does not rely on Machine Learning and explain how it works.",AI is about machines acting smart. Machine Learning is part of it.,22
Q8,"Define Artificial Intelligence and explain its relationship with Machine Learning. Clarify if all AI systems use Machine Learning and where deep learning is located within this relationship. Besides that, give an example of an AI system that does not rely on Machine Learning and explain how it works.",Artificial Intelligence is when computers try to think like humans. Machine Learning is related to it.,17
Q8,"Define Artificial Intelligence and explain its relationship with Machine Learning. Clarify if all AI systems use Machine Learning and where deep learning is located within this relationship. Besides that, give an example of an AI system that does not rely on Machine Learning and explain how it works.",Artificial Intelligence is used to make machines intelligent.,4
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.","When a user types a URL into a browser and presses Enter, the browser first checks if the domain name is already cached. If not, it sends a DNS request to resolve the domain name into an IP address. Once the IP address is obtained, the browser establishes a connection with the server using the TCP/IP protocol through a three-way handshake. After the connection is established, an HTTPS request is sent, during which TLS encryption is negotiated to secure the communication. The server then processes the request and sends back an encrypted response, which the browser decrypts and renders as a web page. HTTPS ensures data confidentiality and integrity throughout this exchange.",97
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.","After entering a URL, the browser uses DNS to find the server's IP address. It then creates a connection with the server using TCP/IP. If the site uses HTTPS, encryption is applied to secure the data being transferred. Finally, the server sends the webpage back to the browser, which displays it to the user.",88
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.","When a URL is entered, the browser contacts DNS to get the IP address of the website. Then it connects to the server using TCP/IP. HTTPS is used to encrypt the data so that communication is secure. The webpage is then loaded in the browser.",74
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.",Typing a URL causes the browser to find the website's address using DNS. The browser then connects to the server using network protocols. HTTPS provides security during data transfer.,67
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.","When a URL is typed, the browser contacts DNS and connects to the server. HTTPS helps protect the data sent between the browser and server.",56
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.",The browser uses DNS to find the website and then connects to it. HTTPS makes the connection secure.,44
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.",The browser opens the website by connecting to the server. DNS is involved.,33
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.","When a URL is typed, the browser tries to open the website. DNS helps find it, and HTTPS is related to security.",24
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.",The browser loads the website from the internet using the URL.,13
Q9,"What happens when a user types a URL into a web browser and presses Enter? Describe the role of DNS in this process, explain how TCP/IP is used to establish communication between the client and server, and discuss where and how HTTPS encryption is applied during this interaction.",The URL helps the browser find a website and show it.,3
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.","The Software Development Lifecycle is a structured approach used to plan, build, test, deploy, and maintain software systems. The main phases typically include requirement analysis, system design, implementation, testing, deployment, and maintenance. The waterfall model follows these phases sequentially, where each phase must be completed before moving to the next, making it suitable for projects with well-defined and stable requirements. Agile development, on the other hand, is iterative and incremental, focusing on continuous feedback, frequent releases, and close collaboration with stakeholders. Agile is preferred when requirements are likely to change, such as in product-based or startup environments, while waterfall is often chosen for regulated or contract-based projects where changes are costly.",98
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.","SDLC defines the steps involved in building software, starting from gathering requirements to maintaining the final product. Waterfall is a linear model where progress flows in one direction, while agile breaks development into small iterations with regular feedback. Waterfall works well when requirements are fixed, whereas agile is better suited for dynamic projects that need flexibility and faster delivery.",87
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.","The Software Development Lifecycle consists of phases like planning, design, development, testing, and deployment. The waterfall model completes these phases one by one, while agile allows repeating phases in short cycles. Agile is useful when changes are expected, and waterfall is better when requirements are clear from the beginning.",76
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.","SDLC is a process for developing software. It includes stages such as design, development, and testing. Waterfall is a step-by-step model, and agile is iterative. Agile allows changes, while waterfall does not.",64
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.","SDLC is used to develop software properly. It has multiple phases. Waterfall and agile are two models. Agile is flexible, and waterfall is structured.",55
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.",SDLC is a method used in software development. Waterfall and agile are development models. Agile is faster.,43
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.",SDLC is related to software development. Waterfall and agile are methods.,36
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.",SDLC is about developing software in steps. Agile and waterfall are types of development models.,23
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.",SDLC is a process for making software.,12
Q10,"Software Development Lifecycle (SDLC) is a systematic process used by development teams to produce high-quality software in a cost-effective and timely manner. Explain the main phases of the SDLC, compare the traditional waterfall and agile development models, and discuss reasons for choosing one model over the other.",SDLC is used in software projects.,2
